gvkey,fyear,conm,act,at,dlc,ebit,ni,re,wcap,survive,niat,cr,wcat,ebitaat,reat,niat_s,cr_s,wcat_s,reat_s,ebitaat_s
5609,1980,HEYWOOD WAKEFIELD CO,10.174,15.446,2.564,1.567,0.335,-2.456,3.899,0,0.0216885,3.968019,0.2524278,0.1014502,-0.1590056,0.0713241,-0.0881974,0.0378852,0.050796,0.0825747
6691,1980,LEWIS ENERGY CORP,9.604,26.219,4.981,-2.557,-3.183,-3.87,-3.257,0,-0.1214005,1.928127,-0.1242229,-0.0975247,-0.1476029,0.0646863,-0.0888714,0.0353079,0.0508091,0.0683431
7122,1980,MAXON INDUSTRIES INC,18.929,21.748,11.324,2.023,-3.513,-3.447,-5.103,0,-0.1615321,1.671582,-0.2346423,0.0930201,-0.1584973,0.0628247,-0.0889562,0.0345524,0.0507966,0.0819718
7198,1980,MEDCOR INC,3.02,3.362,0.36,0.009,-0.168,-3.831,1.267,0,-0.0499703,8.388888,0.376859,0.002677,-1.1395,0.0679999,-0.0867368,0.0387366,0.0496632,0.07551
7684,1980,NAPCO GRAPHIC ARTS INC,1.558,4.693,0.518,-0.231,-0.663,-1.247,0.23,0,-0.1412742,3.007722,0.0490092,-0.0492222,-0.2657149,0.0637644,-0.0885147,0.0364933,0.0506727,0.0717979
8860,1980,QUANTA SYSTEMS CORP,2.463,3.364,1.63,-1.028,-1.22,-1.63,-0.667,0,-0.3626635,1.511043,-0.1982758,-0.3055886,-0.4845422,0.0534943,-0.0890092,0.0348012,0.0504199,0.0534614
9388,1980,SAMBO'S RESTAURANTS,76.654,441.898,12.933,13.2,-11.621,-10.892,10.346,0,-0.0262979,5.927009,0.0234126,0.0298711,-0.0246482,0.0690981,-0.0875502,0.0363181,0.0509512,0.0774551
9436,1980,SAXON INDUSTRIES,292.265,486.617,53.074,36.31,5.373,73.631,174.157,0,0.0110415,5.506745,0.3578934,0.0746172,0.151312,0.0708302,-0.087689,0.0386068,0.0511545,0.0806555
10436,1980,TEMPLET INDUSTRIES INC,0.506,1.074,0.537,-1.064,-0.784,-3.763,-0.944,0,-0.7299814,0.9422718,-0.8789572,-0.990689,-3.503724,0.0364547,-0.0891972,0.0301437,0.0469318,0.0044598
10594,1980,TOBIN PACKING CO INC,11.745,20.45,14.729,-5.251,-16.268,-8.526,-8.547,0,-0.7955012,0.7974064,-0.4179462,-0.2567726,-0.4169193,0.0334153,-0.089245,0.0332981,0.050498,0.056953
11230,1980,W&J SLOANE CORP,5.757,10.052,2.214,-3.437,-6.139,-5.744,-3.661,0,-0.6107242,2.600271,-0.3642061,-0.341922,-0.5714285,0.041987,-0.0886493,0.0336659,0.0503195,0.0508627
1092,1981,ACCU TEST SYSTEMS INC,1.748,4.146,0.366,-0.242,-0.309,-0.143,1.073,0,-0.0745297,4.775957,0.2588037,-0.0583695,-0.0344911,0.0668607,-0.0879305,0.0379288,0.0509398,0.0711437
2365,1981,BRANIFF AIRWAYS INC,189.001,905.621,82.234,-82.25,-153.881,-154.519,-143.91,0,-0.1699177,2.298332,-0.1589075,-0.0908217,-0.1706222,0.0624357,-0.0887491,0.0350706,0.0507825,0.0688226
2367,1981,BRANIFF INTERNATIONAL CORP,200.237,1008.297,152.816,-94.8,-160.611,-151.226,-204.84,0,-0.1592894,1.310314,-0.2031544,-0.0940199,-0.1499816,0.0629287,-0.0890756,0.0347679,0.0508064,0.0685938
2966,1981,CHEMICAL INVESTORS INC,13.54,20.591,0.737,1.094,-1.394,-2.596,8.045,0,-0.0676995,18.37178,0.3907047,0.05313,-0.1260745,0.0671775,-0.0834384,0.0388313,0.050834,0.0791187
3720,1981,DALCO PETROLEUM CORP,17.249,73.844,7.815,-16.046,-16.05,-29.693,-11.682,0,-0.2173501,2.207166,-0.1581984,-0.2172959,-0.4021044,0.0602353,-0.0887792,0.0350755,0.0505151,0.0597765
3871,1981,DENTALLOY INC,4.206,4.559,2.533,-1.792,-1.829,-0.706,0.069,0,-0.4011845,1.660482,0.0151349,-0.3930687,-0.1548585,0.0517074,-0.0889599,0.0362615,0.0508008,0.0472044
3891,1981,DESTRON INC,0.914,1.207,0.266,-0.221,-0.299,-0.398,-0.001,0,-0.2477216,3.43609,-0.0008285,-0.1830986,-0.3297431,0.0588264,-0.0883732,0.0361523,0.0505987,0.0622225
4336,1981,EMPIRE OIL & GAS CO,8.027,31.345,4.895,2.605,1.774,1.376,-1.525,0,0.056596,1.639837,-0.0486521,0.0831074,0.0438986,0.0729435,-0.0889667,0.035825,0.0510304,0.0812628
4366,1981,ENERGY SOURCES INC,5.733,14.016,0.105,-1.913,-1.706,-2.02,-0.099,0,-0.121718,54.6,-0.0070634,-0.1364869,-0.144121,0.0646716,-0.0714686,0.0361096,0.0508132,0.0655564
5178,1981,GLASROCK MEDICAL SERVICES,29.781,68.686,3.722,7.289,6.303,11.887,15.401,0,0.0917654,8.001344,0.2242233,0.1061206,0.1730629,0.074575,-0.0868648,0.0376922,0.0511796,0.0829088
5665,1981,HOLISTIC SERVICES CORP,1.834,3.041,0.964,-1.32,-1.473,-2.051,-0.867,0,-0.4843802,1.90249,-0.2851036,-0.4340678,-0.6744493,0.047848,-0.0888799,0.0342071,0.0502005,0.044272
6263,1981,JIFFY FOODS CORP,0.928,6.329,1.04,-0.578,-0.614,-1.081,-1.702,0,-0.0970137,0.8923077,-0.2689208,-0.0913256,-0.1708011,0.0658176,-0.0892137,0.0343178,0.0507823,0.0687865
6719,1981,LIFE IMAGING CORP,4.372,4.778,0.312,-0.471,-0.635,-4.509,3.264,0,-0.1329008,14.01282,0.683131,-0.0985768,-0.9437003,0.0641529,-0.0848786,0.0408322,0.0498894,0.0682679
6753,1981,LIONEL CORP,156.876,221.619,2.947,-8.382,-13.069,4.024,25.931,0,-0.0589706,53.23244,0.1170071,-0.0378217,0.0181573,0.0675824,-0.0719205,0.0369586,0.0510006,0.0726134
7355,1981,MID-AMERICAN LINES INC,4.144,8.781,4.172,0.004,-0.73,-0.759,-3.538,0,-0.083134,0.9932886,-0.4029154,0.0004555,-0.0864366,0.0664615,-0.0891803,0.033401,0.0508798,0.0753511
8259,1981,PACIFIC COAST MEDICAL ENTRPR,13.06,30.453,10.615,-2.528,-4.68,-9.772,-9.674,0,-0.1536794,1.230335,-0.3176699,-0.0830132,-0.320888,0.0631889,-0.089102,0.0339843,0.0506089,0.0693811
9211,1981,RODAC CORP,7.203,10.866,3.946,-0.772,-1.255,0.092,0.021,0,-0.1154979,1.825393,0.0019326,-0.0710473,0.0084668,0.0649602,-0.0889054,0.0361712,0.0509894,0.0702369
1202,1982,AIR CHAPARRAL INC,1.886,9.158,4.532,-1.471,-5.479,-5.197,-5.885,0,-0.5982748,0.4161518,-0.6426076,-0.1606246,-0.567482,0.0425645,-0.089371,0.0317609,0.050324,0.0638299
3856,1982,PNX INDUSTRIES INC,0.41,11.39,3.489,-0.647,-1.058,-2.666,-8.337,0,-0.0928885,0.1175122,-0.7319579,-0.0568042,-0.234065,0.066009,-0.0894696,0.0311495,0.0507092,0.0712556
4345,1982,ENCORE INDUSTRIES INC,0.869,1.291,0.1,-1.8,-1.723,-3.722,0.125,0,-1.334624,8.69,0.0968242,-1.394268,-2.883036,0.0084057,-0.0866373,0.0368204,0.0476488,-0.024406
6967,1982,MAJESTIC ELECTRO INDS LTD,4.304,5.897,5.223,-0.925,-3.852,-2.333,-2.259,0,-0.6532135,0.8240474,-0.3830762,-0.1568594,-0.3956249,0.0400159,-0.0892362,0.0335367,0.0505226,0.0640992
7231,1982,MEGA CORP,0.01,0.654,0.054,0,0.651,-1.488,-0.145,0,0.9954129,0.1851852,-0.2217125,0,-2.275229,0.1164946,-0.0894473,0.0346409,0.0483511,0.0753186
7385,1982,MIDWESTERN COS,9.118,35.306,2.086,9.998,5.585,6.412,1.241,0,0.1581884,4.371045,0.0351498,0.2831813,0.1816122,0.0776563,-0.0880643,0.0363984,0.0511895,0.095573
8368,1982,PARTNERS OIL CO  -CL A,23.036,55.964,0.908,-2.272,-5.257,-8.53,8.683,0,-0.0939354,25.37004,0.1551533,-0.0405975,-0.1524194,0.0659604,-0.0811262,0.0372196,0.0508036,0.0724148
8635,1982,PLASTILINE INC,6.354,14.628,3.406,-3.497,-0.932,-5.636,-1.506,0,-0.0637134,1.865531,-0.1029532,-0.2390621,-0.3852885,0.0673624,-0.0888921,0.0354535,0.0505345,0.0582197
8842,1982,Q 1 CORP,1.049,1.821,1.009,-0.723,-1.016,-5.573,-1.425,0,-0.5579352,1.039643,-0.782537,-0.3970346,-3.060406,0.0444358,-0.089165,0.0308034,0.0474439,0.0469208
8851,1982,QUAKER CITY INDUSTRIES INC,3.579,4.572,4.384,-0.198,-0.693,-8.418,-4.059,0,-0.1515748,0.8163778,-0.8877953,-0.0433071,-1.841207,0.0632866,-0.0892387,0.0300832,0.0488525,0.072221
9808,1982,SOLAR INDUSTRIES INC,1.574,1.996,0.445,-0.909,-1.107,-1.314,0.457,0,-0.5546092,3.537079,0.2289579,-0.4554108,-0.6583166,0.0445901,-0.0883398,0.0377246,0.0502191,0.0427454
1024,1983,A I A INDUSTRIES INC,7.691,43.247,3.401,-8.949,-11.843,-13.435,-9.314,0,-0.2738456,2.261394,-0.2153675,-0.2069276,-0.3106574,0.0576145,-0.0887613,0.0346843,0.0506208,0.0605181
1067,1983,ATI INC,7.604,12.447,4.42,-1.485,-1.995,-8.401,0.215,0,-0.1602796,1.720362,0.0172732,-0.1193059,-0.6749418,0.0628828,-0.0889401,0.0362761,0.0501999,0.0667852
1204,1983,AIR FLORIDA SYSTEM INC,40.232,172.942,132.699,-11.289,-39.229,-137.286,-171.784,0,-0.2268333,0.3031824,-0.9933041,-0.0652762,-0.7938268,0.0597954,-0.0894083,0.0293613,0.0500625,0.0706497
1679,1983,APACHE ENERGY&MINERALS,0.033,5.401,1.071,-0.587,-0.442,-1.567,-1.639,0,-0.0818367,0.0308123,-0.3034623,-0.1086836,-0.2901314,0.0665217,-0.0894983,0.0340815,0.0506445,0.067545
2361,1983,BRANCH INDS,20.314,52.458,3.822,-5.87,-3.541,0.71,-0.286,0,-0.0675016,5.315018,-0.005452,-0.111899,0.0135346,0.0671867,-0.0877524,0.0361206,0.0509953,0.067315
2736,1983,CAPITOL AIR INC,19.286,34.754,14.188,-12.119,-11.147,-37.32,-38.763,0,-0.32074,1.359318,-1.115354,-0.3487081,-1.073833,0.0554391,-0.0890594,0.0285261,0.0497391,0.0503773
3452,1983,CONTINENTAL AIRLINES INC-OLD,198.809,908.143,20.539,-150.321,-218.448,-291.615,98.071,0,-0.2405436,9.679585,0.1079907,-0.1655257,-0.3211113,0.0591594,-0.0863103,0.0368969,0.0506087,0.0634794
4379,1983,ENERGRO INC,6.059,13.176,3.748,-2.001,-1.433,-2.737,1.146,0,-0.1087584,1.616596,0.0869763,-0.151867,-0.2077262,0.0652728,-0.0889744,0.0367531,0.0507397,0.0644563
4400,1983,ENTERPRISE TECHNOLOGIES -OLD,13.639,33.301,0.585,-1.714,-3.588,-5.259,5.028,0,-0.1077445,23.31453,0.1509865,-0.0514699,-0.1579232,0.0653198,-0.0818054,0.0371911,0.0507972,0.0716372
4561,1983,FAMILY ENTERTAINMENT CNTRS,1.16,12.243,6.843,0.039,-3.171,-3.469,-8.263,0,-0.2590052,0.1695163,-0.6749163,0.0031855,-0.2833456,0.058303,-0.0894525,0.0315398,0.0506523,0.0755464
5949,1983,INFORMATION DISPLAYS INC,26.024,36.97,6.704,-7.375,-7.052,-8.935,10.601,0,-0.1907493,3.881862,0.286746,-0.1994861,-0.2416825,0.0614693,-0.0882259,0.03812,0.0507004,0.0610504
6144,1983,INTERSTATE MOTOR FREIGHT SYS,25.888,82.281,53.507,-12.322,-12.582,-6.039,-57.161,0,-0.152915,0.4838246,-0.6947047,-0.1497551,-0.0733948,0.0632244,-0.0893486,0.0314044,0.0508949,0.0646074
6822,1983,LOUISIANA-PACIFIC RESOURCES,0.238,8.105,10.928,-1.524,-2.779,-10.552,-12.237,0,-0.3428748,0.0217789,-1.509809,-0.1880321,-1.301912,0.0544123,-0.0895013,0.0258271,0.0494755,0.0618696
6870,1983,MGF OIL CORP  -COM,24.64,227.715,223.924,-47.041,-90.453,-154.918,-218.817,0,-0.3972202,0.1100373,-0.9609249,-0.2065784,-0.6803153,0.0518913,-0.0894721,0.0295828,0.0501937,0.0605431
7663,1983,NP ENERGY CORP,0.722,4.222,1.124,-0.256,-0.559,-1.65,-1.621,0,-0.1324017,0.6423488,-0.3839413,-0.0606348,-0.39081,0.064176,-0.0892962,0.0335308,0.0505282,0.0709817
7803,1983,NAUTILUS ENVIROMEDICAL SYS,2.659,5.176,0.975,-0.141,-0.283,-0.073,1.215,0,-0.0546754,2.727179,0.2347372,-0.0272411,-0.0141036,0.0677817,-0.0886074,0.0377641,0.0509634,0.0733701
8141,1983,OMNIMEDICAL,8.349,12.142,13.158,-1.213,-26.485,-31.055,-19.981,0,-2.181272,0.6345189,-1.64561,-0.0999012,-2.557651,-0.0308697,-0.0892988,0.0248979,0.0480248,0.0681732
8878,1983,QUICKPRINT OF AMERICA INC,2.077,3.833,4.165,-6.053,-10.48,-10.274,-5.408,0,-2.734151,0.4986795,-1.410905,-1.579181,-2.680407,-0.0565173,-0.0893437,0.0265038,0.0478829,-0.0376318
8953,1983,RATH PACKING CO,25.913,50.429,14.306,-9.283,-12.99,-17.291,1.621,0,-0.2575899,1.811338,0.0321442,-0.1840806,-0.3428781,0.0583686,-0.08891,0.0363779,0.0505835,0.0621523
9601,1983,SENECA OIL CO,11.525,85.842,6.895,-0.266,-7.668,-10.641,-2.302,0,-0.0893269,1.671501,-0.0268167,-0.0030987,-0.1239603,0.0661742,-0.0889562,0.0359744,0.0508365,0.0750969
9633,1983,SHANNON GROUP INC,1.644,6.744,0.378,-0.887,0.29,-5.221,-0.073,0,0.0430012,4.349206,-0.0108244,-0.1315243,-0.7741697,0.0723128,-0.0880715,0.0360839,0.0500853,0.0659113
10664,1983,TRANS WESTERN EXPLORATION,10.692,37.711,10.116,-6.71,-17.25,-15.442,-16.391,0,-0.4574262,1.056939,-0.4346477,-0.1779322,-0.4094827,0.0490983,-0.0891593,0.0331839,0.0505066,0.062592
10849,1983,UNIMET CORP,42.085,52.831,18.186,1.408,-17.317,0,1.285,0,-0.327781,2.314143,0.0243228,0.026651,0,0.0551125,-0.0887439,0.0363244,0.0509797,0.0772248
11223,1983,VUEBOTICS CORP,1.604,1.803,0.008,-0.911,-0.802,-1.266,1.245,0,-0.4448142,200.5,0.6905158,-0.505269,-0.7021631,0.0496834,-0.0232633,0.0408828,0.0501684,0.0391794
11358,1983,WELLS BENRUS CORP,2.475,3.419,12.592,-0.743,-1.199,-27.88,-13.376,0,-0.3506874,0.1965534,-3.912255,-0.217315,-8.154431,0.0540499,-0.0894435,0.0093884,0.0415587,0.0597752
11638,1983,XONICS INC,29.35,31.616,23.411,-37.277,-55.386,-81.606,-22.914,0,-1.751835,1.253684,-0.7247596,-1.179055,-2.581161,-0.0109484,-0.0890943,0.0311988,0.0479976,-0.009013
11696,1983,ZYTREX CORP,3.772,6.489,0.219,-2.745,-2.615,-3.81,2.726,0,-0.4029897,17.22375,0.4200956,-0.4230236,-0.5871475,0.0516236,-0.0838178,0.0390324,0.0503013,0.0450619
1733,1984,ARGONAUT ENERGY CORP,1.804,15.469,0.381,-0.731,-2.819,-1.73,-2.55,0,-0.1822354,4.734908,-0.1648458,-0.0472558,-0.1118366,0.0618643,-0.0879441,0.03503,0.0508505,0.0719386
2116,1984,BEEHIVE INTERNATIONAL,9.884,22.491,6.737,-7.202,-11.263,-8.22,-3.018,0,-0.5007781,1.467122,-0.134187,-0.320217,-0.3654796,0.0470873,-0.0890237,0.0352398,0.0505574,0.0524151
2122,1984,BEKER INDUSTRIES,97.035,341.087,9.364,4.15,-6.842,83.006,16.521,0,-0.0200594,10.36256,0.0484363,0.012167,0.2433573,0.0693875,-0.0860847,0.0364894,0.0512608,0.0761888
3225,1984,COMBUSTION PROTECTION CORP,2.918,4.323,0.978,0.371,0.038,0.294,0.779,0,0.0087902,2.98364,0.1801989,0.08582,0.0680083,0.0707258,-0.0885227,0.0373909,0.0510582,0.0814568
3313,1984,COMPUTER DEPOT INC,37.549,45.953,0.464,2.1,0.766,1.109,27.825,0,0.0166692,80.92457,0.60551,0.0456989,0.0241334,0.0710913,-0.062771,0.0403011,0.0510076,0.0785872
3421,1984,CONSOLIDATED PACKAGING CORP,13.891,28.191,6.701,-1.067,-6.534,-21.002,1.628,0,-0.2317761,2.072974,0.0577489,-0.037849,-0.7449896,0.0595661,-0.0888236,0.0365531,0.050119,0.0726114
3585,1984,CRAWFORD ENERGY INC,4.375,26.947,14.936,-7.044,-8.516,-6.983,-16.644,0,-0.3160277,0.2929164,-0.6176568,-0.261402,-0.2591383,0.0556577,-0.0894117,0.0319316,0.0506803,0.0566219
3681,1984,CYTOX CORP,0.696,1.304,0.199,-0.332,-0.385,-2.844,-0.237,0,-0.2952454,3.497487,-0.1817485,-0.2546012,-2.180982,0.0566218,-0.0883529,0.0349143,0.0484599,0.0571083
3791,1984,DATATRON INC,6.015,7.326,2.049,-1.607,-2.383,-3.486,-0.295,0,-0.3252798,2.935578,-0.0402675,-0.2193557,-0.4758395,0.0552285,-0.0885386,0.0358824,0.0504299,0.0596292
3873,1984,DENTAL WORLD CENTER INC,1.26,1.953,0.12,-0.007,0.011,-2.293,0.872,0,0.0056324,10.5,0.4464926,-0.0035842,-1.174091,0.0705793,-0.0860393,0.0392131,0.0496232,0.0750622
4386,1984,ENERTEC CORP,3.264,34.654,36.808,-8.414,-9.942,-17.683,-37.781,0,-0.2868933,0.0886764,-1.090235,-0.2428003,-0.510273,0.0570092,-0.0894792,0.028698,0.0503901,0.0579523
6118,1984,INTL STRETCH PRODS,2.496,4.75,0.298,0.253,0.04,-7.76,0.291,0,0.0084211,8.375839,0.0612632,0.0532632,-1.633684,0.0707087,-0.0867411,0.0365771,0.0490922,0.0791282
6123,1984,INTL TELDATA CORP,0.422,0.649,0.022,-0.758,-0.736,-4.417,-0.074,0,-1.134052,19.18182,-0.1140216,-1.167951,-6.805855,0.0177101,-0.0831708,0.0353777,0.0431167,-0.0082187
6413,1984,KEY IMAGE SYSTEMS INC,2.238,4.377,0.422,-2.311,-2.388,-2.471,1.338,0,-0.5455792,5.303318,0.3056889,-0.5279872,-0.5645419,0.045009,-0.0877563,0.0382496,0.0503274,0.0375544
6827,1984,LOW POWER TECHNOLOGY INC,0.667,2.637,0.497,-1.116,-1.241,-1.352,-0.058,0,-0.4706106,1.342052,-0.0219947,-0.4232082,-0.5127038,0.0484867,-0.0890651,0.0360074,0.0503873,0.0450487
7338,1984,MICROCOMPUTER MEMORIES INC,1.721,3.028,1.134,-5.298,-5.527,-6.797,-1.827,0,-1.825297,1.517637,-0.6033685,-1.74967,-2.244716,-0.0143562,-0.089007,0.0320294,0.0483863,-0.049826
7353,1984,MID-AMERICA PETROLEUM INC,11.335,22.468,4.36,-5.427,-4.038,-1.208,-6.538,0,-0.1797223,2.599771,-0.2909916,-0.2415435,-0.0537654,0.0619808,-0.0886495,0.0341668,0.0509176,0.0580422
7631,1984,MUTUAL OIL OF AMERICA INC,3.899,29.975,14.182,-3.333,-3.985,-9.692,-13.535,0,-0.1329441,0.2749259,-0.4515429,-0.1111927,-0.3233361,0.0641508,-0.0894176,0.0330683,0.0506061,0.0673655
7704,1984,NATIONAL BUSINESS COMM CORP,4.372,5.549,1.265,-1.051,-3.445,-2.986,-1.392,0,-0.6208326,3.456127,-0.250856,-0.1894035,-0.538115,0.041518,-0.0883666,0.0344415,0.050358,0.0617715
7793,1984,NATPAC INC,16.548,19.081,10.727,-4.554,-3.453,0.138,0.494,0,-0.1809654,1.542649,0.0258896,-0.2386667,0.0072323,0.0619232,-0.0889988,0.0363351,0.050988,0.058248
8196,1984,OSROW PRODUCTS CORP,4.397,5.485,1.977,0.608,0.266,0.259,1.226,0,0.0484959,2.224077,0.2235187,0.1108478,0.0472197,0.0725677,-0.0887736,0.0376874,0.0510342,0.0832469
8243,1984,PKS COMMUNICATIONS INC,2.425,2.757,0.105,-1.018,-0.987,-1.512,1.166,0,-0.3579978,23.09524,0.4229235,-0.3692419,-0.5484222,0.0537108,-0.0818778,0.0390518,0.0503461,0.0489086
8473,1984,PEOPLES RESTAURANTS INC,7.266,41.795,5.597,-10.179,-23.786,-21.147,-6.278,0,-0.5691112,1.298195,-0.1502094,-0.2435459,-0.5059696,0.0439174,-0.0890796,0.0351301,0.0503951,0.057899
9130,1984,RICHMOND TANK CAR CO,25.019,101.268,57.424,-4.606,-31.684,-55.933,-53.321,0,-0.3128728,0.4356889,-0.5265335,-0.0454833,-0.5523265,0.0558041,-0.0893645,0.0325551,0.0503416,0.0720654
9550,1984,SEAGULL RESOURCES LTD,2.078,35.277,2.207,1.7,-1.564,-7.881,-3.749,0,-0.0443348,0.9415497,-0.1062732,0.04819,-0.2234033,0.0682614,-0.0891974,0.0354308,0.0507216,0.0787653
9624,1984,SERVAMATIC SYSTEMS INC,14.05,28.717,2.679,0.979,0.556,6.276,1.723,0,0.0193614,5.244494,0.0599993,0.0340913,0.2185465,0.0712162,-0.0877757,0.0365685,0.0512322,0.0777569
11631,1984,XENEREX CORP,4.18,30.951,21.674,-6.73,-12.314,-33.488,-31.246,0,-0.3978547,0.1928578,-1.009531,-0.2174405,-1.081968,0.0518618,-0.0894448,0.0292502,0.0497297,0.0597662
1046,1985,AMS/REALSTAR INC,0.124,0.263,0.297,-0.354,0.028,-3.216,-0.455,0,0.1064639,0.4175084,-1.730038,-1.346008,-12.22814,0.0752568,-0.0893705,0.0243202,0.0368523,-0.0209542
1249,1985,ALDEBARAN DRILLING CO INC,0.708,5.055,0.432,-0.64,-0.616,-1.15,-0.408,0,-0.1218596,1.638889,-0.0807122,-0.1266073,-0.2274975,0.064665,-0.088967,0.0356057,0.0507168,0.066263
1251,1985,ALDON INDUSTRIES INC,3.745,6.354,1.036,0.332,-0.45,-2.149,0.002,0,-0.0708215,3.614865,0.0003148,0.0522505,-0.3382121,0.0670327,-0.0883141,0.0361601,0.0505889,0.0790558
1453,1985,AMERICAN FUEL TECHNOLOGIES,0.038,1.217,4.876,-4.586,-10.349,-24.799,-7.788,0,-8.503697,0.0077933,-6.399343,-3.768283,-20.37716,-0.3241626,-0.0895059,-0.0076295,0.0274376,-0.1942066
1514,1985,AMERICAN MONITOR CORP,27.342,35.923,2.115,-2.512,-5.098,-19.472,8.924,0,-0.1419147,12.92766,0.2484202,-0.0699273,-0.5420483,0.0637347,-0.0852372,0.0378577,0.0503534,0.070317
1600,1985,NEW AMERICAN SHOE CO,61.069,87.532,42.254,-7.838,-18.718,10.164,6.082,0,-0.2138418,1.445283,0.0694832,-0.0895444,0.1161175,0.0603981,-0.089031,0.0366334,0.0511138,0.0689139
2933,1985,CHARGIT INC,19.319,30.365,2.635,0.827,0.306,3.315,5.595,0,0.0100774,7.331689,0.1842582,0.0272353,0.1091717,0.0707855,-0.0870861,0.0374187,0.0511058,0.0772666
3545,1985,COSMETIC SCIENCES INC,0.772,2.051,0.602,-0.428,-0.8,-1.862,-0.251,0,-0.3900536,1.282392,-0.1223793,-0.2086787,-0.9078498,0.0522237,-0.0890848,0.0353206,0.0499308,0.0603929
3633,1985,CRUTCHER RESOURCES CORP,26.988,99.8,35.21,-15.336,-53.087,-112.747,-23.952,0,-0.5319338,0.7664868,-0.24,-0.1536673,-1.129729,0.045642,-0.0892552,0.0345157,0.0496745,0.0643275
3738,1985,DANKER LABS INC,0.901,1.55,0.353,-0.217,-0.112,-5.406,0.105,0,-0.0722581,2.552408,0.0677419,-0.14,-3.487742,0.066966,-0.0886652,0.0366215,0.0469502,0.0653051
3809,1985,DAY TELECOMMUNICATIONS INC,0.895,3.305,1.16,-1.421,-2.885,-2.962,-0.884,0,-0.8729198,0.7715517,-0.2674735,-0.4299546,-0.8962178,0.0298239,-0.0892536,0.0343277,0.0499443,0.0445662
3924,1985,DIAMOND-B INDUSTRIES INC,0.081,0.923,0.11,-0.076,-0.087,-0.178,-0.144,0,-0.0942579,0.7363636,-0.156013,-0.0823402,-0.1928494,0.0659455,-0.0892652,0.0350904,0.0507569,0.0694292
5052,1985,GENERAL EXPLORATION,5.512,52.04,20.034,2.305,-0.152,-22.548,-22.427,0,-0.0029208,0.2751323,-0.430957,0.0442929,-0.4332821,0.0701825,-0.0894176,0.0332091,0.0504791,0.0784866
5627,1985,HIGH PLAINS GENETICS INC,0.378,1.205,0.476,-0.586,-0.574,-1.102,-0.227,0,-0.4763485,0.7941176,-0.1883817,-0.4863071,-0.9145228,0.0482206,-0.0892461,0.0348689,0.0499231,0.0405356
5953,1985,INFOTECH MANAGEMENT INC,1.869,4.179,0.378,-2.083,-3.408,-3.627,0.725,0,-0.8155061,4.944445,0.1734865,-0.4984446,-0.867911,0.0324873,-0.0878748,0.037345,0.049977,0.0396675
6606,1985,LASERCAD REPROGRAPHICS LTD,0.391,1.908,0.346,-0.677,-0.759,-0.891,-0.439,0,-0.3977987,1.130058,-0.2300839,-0.3548218,-0.4669811,0.0518644,-0.0891351,0.0345836,0.0504402,0.04994
7021,1985,MARCOR INC,1663,3585,42,445,-302,-90,147,0,-0.0842399,39.59524,0.0410042,0.1241283,-0.0251046,0.0664102,-0.0764262,0.0364385,0.0509507,0.0841968
7173,1985,MCLEAN INDUSTRIES INC,321.043,1811.749,57.859,41.613,-66.705,57.991,23.726,0,-0.036818,5.548713,0.0130956,0.0229684,0.0320083,0.0686101,-0.0876752,0.0362475,0.0510166,0.0769614
7736,1985,NATIONAL GOLD DISTRIBUTORS,12.712,13.517,4.97,0.549,-0.555,-0.352,3.972,0,-0.0410594,2.557747,0.2938522,0.0406155,-0.0260413,0.0684133,-0.0886634,0.0381686,0.0509496,0.0782236
7871,1985,NEWBERY CORP,26.6,37.418,6.343,-3.352,-3.433,-3.232,5.793,0,-0.0917473,4.193599,0.1548185,-0.0895826,-0.0863755,0.0660619,-0.0881229,0.0372173,0.0508799,0.0689112
8055,1985,ORS AUTOMATION INC,3.365,4.88,1.174,-3.221,-3.325,-18.474,0.228,0,-0.6813524,2.866269,0.0467213,-0.660041,-3.785656,0.0387106,-0.0885615,0.0364776,0.046606,0.0281093
8100,1985,SIMETCO INC,6.429,30.112,12.046,-4.91,-5.855,-26.176,-12.083,0,-0.1944408,0.5337042,-0.4012686,-0.1630579,-0.869288,0.0612981,-0.0893321,0.0334123,0.0499754,0.0636559
9075,1985,RESER'S FINE FOODS INC,5.733,9.705,1.626,0.913,0.426,3.152,1.319,0,0.0438949,3.52583,0.1359093,0.0940752,0.324781,0.0723543,-0.0883435,0.0370879,0.0513549,0.0820473
9188,1985,ROBLIN INDUSTRIES,9.974,32.127,6.544,-1.459,-7.134,-33.783,-0.535,0,-0.2220562,1.524144,-0.0166527,-0.0454135,-1.051546,0.060017,-0.0890049,0.036044,0.0497648,0.0720704
10979,1985,U S VACATION RESORTS INC,2.121,17.69,4.996,-0.799,-0.939,0.258,-3.844,0,-0.0530808,0.4245397,-0.2172979,-0.0451668,0.0145845,0.0678556,-0.0893682,0.0346711,0.0509965,0.072088
11334,1985,WEDTECH CORP,105.8,188.607,13.595,22.328,9.667,21.993,60.186,0,0.0512547,7.782273,0.319108,0.1183837,0.1166076,0.0726957,-0.0869372,0.0383414,0.0511144,0.0837859
12427,1985,ECONO THERM ENERGY SYSTEMS,3.764,11.9,0.222,-3.957,2.52,0.815,-2.057,0,0.2117647,16.95495,-0.1728571,-0.332521,0.0684874,0.0801416,-0.0839066,0.0349752,0.0510588,0.0515351
